,title,price,stars,sales,disc
238,"iQOO Z7s 5G by vivo (Pacific Night, 8GB RAM, 128GB Storage) | Ultra Bright AMOLED Display | Snapdragon 695 5G 6nm Processor | 64 MP OIS Ultra Stable Camera | 44WFlashCharge","18,999",4.1 out of 5 stars,"10,042",(24% off)
239,"iQOO Z7s 5G by vivo (Pacific Night, 8GB RAM, 128GB Storage) | Ultra Bright AMOLED Display | Snapdragon 695 5G 6nm Processor | 64 MP OIS Ultra Stable Camera | 44WFlashCharge","18,999",4.1 out of 5 stars,"10,042",(24% off)
240,"Samsung Galaxy S22 Ultra 5G (Phantom Black, 12GB, 256GB Storage) with No Cost EMI/Additional Exchange Offers","84,999",4.3 out of 5 stars,"1,589",(36% off)
241,"Samsung Galaxy S22 Ultra 5G (Phantom Black, 12GB, 256GB Storage) with No Cost EMI/Additional Exchange Offers","84,999",4.3 out of 5 stars,"1,589",(36% off)
242,"realme narzo N55 (Prime Black, 6GB+128GB) 33W Segment Fastest Charging | Super High-res 64MP Primary AI Camera","12,999",4.0 out of 5 stars,"8,535",(13% off)
243,"realme narzo N55 (Prime Black, 6GB+128GB) 33W Segment Fastest Charging | Super High-res 64MP Primary AI Camera","12,999",4.0 out of 5 stars,"8,535",(13% off)
244,"Samsung F14 5G (OMG Black, 6GB RAM, 128GB Storage)","13,824",3.6 out of 5 stars,3,(25% off)
245,"Samsung F14 5G (OMG Black, 6GB RAM, 128GB Storage)","13,824",3.6 out of 5 stars,3,(25% off)
246,realme Narzo 50 Pro 5G (Hyper Black 6GB RAM+128GB Storage) Dimensity 920 5G Processor |90Hz Super AMOLED Display,"18,999",4.1 out of 5 stars,"9,824",(27% off)
247,realme Narzo 50 Pro 5G (Hyper Black 6GB RAM+128GB Storage) Dimensity 920 5G Processor |90Hz Super AMOLED Display,"18,999",4.1 out of 5 stars,"9,824",(27% off)
248,"Samsung Galaxy A23 5G, Light Blue (8GB, 128GB Storage) with Offer","22,999",3.8 out of 5 stars,567,(26% off)
249,"Samsung Galaxy A23 5G, Light Blue (8GB, 128GB Storage) with Offer","22,999",3.8 out of 5 stars,567,(26% off)
250,"vivo Y100A 5G (Twilight Gold, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","21,999",4.2 out of 5 stars,9,(27% off)
251,"vivo Y100A 5G (Twilight Gold, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","21,999",4.2 out of 5 stars,9,(27% off)
252,"OnePlus 11 5G (Titan Black, 8GB RAM, 128GB Storage)","56,999",4.3 out of 5 stars,"4,245",
253,"OnePlus 11 5G (Titan Black, 8GB RAM, 128GB Storage)","56,999",4.3 out of 5 stars,"4,245",
254,"IKALL S2 Smartphone with 21MP Camera (6.8"" HD Display, 6GB, 128GB Storage) (Purple)","9,799",3.9 out of 5 stars,6,
255,"IKALL S2 Smartphone with 21MP Camera (6.8"" HD Display, 6GB, 128GB Storage) (Purple)","9,799",3.9 out of 5 stars,6,
